unidade;ano;mes;setor_centro_custo;exames_img;exame_img_por_paciente;exames_lab;exame_lab_por_paciente
CHPB;2024,0;6,0;UIP-MASCULINA/CHPB/CHB;3,0;0,5;42,0;7,0
CHPB;2024,0;6,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;2,0;;282,0;
CHPB;2024,0;7,0;UIP-MASCULINA/CHPB/CHB;15,0;0,75;433,0;21,65
CHPB;2024,0;7,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;22,0;1,1578947368421053;1265,0;66,57894736842105
CHPB;2024,0;8,0;LAR INCLUSIVO A/CHPB/CHB;3,0;;31,0;
CHPB;2024,0;8,0;LAR INCLUSIVO B/CHPB/CHB;7,0;;28,0;
CHPB;2024,0;8,0;UIP-FEMININA/CHPB/CHB;2,0;0,15384615384615385;291,0;22,384615384615383
CHPB;2024,0;8,0;UIP-MASCULINA/CHPB/CHB;7,0;0,4666666666666667;311,0;20,733333333333334
CHPB;2024,0;8,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;17,0;1,0625;897,0;56,0625
CHPB;2024,0;9,0;LAR INCLUSIVO A/CHPB/CHB;5,0;;15,0;
CHPB;2024,0;9,0;UIP-FEMININA/CHPB/CHB;6,0;2,0;127,0;42,333333333333336
CHPB;2024,0;9,0;UIP-MASCULINA/CHPB/CHB;19,0;0,9047619047619048;375,0;17,857142857142858
CHPB;2024,0;9,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;10,0;0,8333333333333334;678,0;56,5
CHPB;2024,0;10,0;LAR INCLUSIVO A/CHPB/CHB;5,0;;21,0;
CHPB;2024,0;10,0;LAR INCLUSIVO B/CHPB/CHB;2,0;;26,0;
CHPB;2024,0;10,0;UIP-FEMININA/CHPB/CHB;4,0;0,2857142857142857;269,0;19,214285714285715
CHPB;2024,0;10,0;UIP-MASCULINA/CHPB/CHB;8,0;0,47058823529411764;320,0;18,823529411764707
CHPB;2024,0;10,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;27,0;0,9642857142857143;913,0;32,607142857142854
CHPB;2024,0;11,0;LAR INCLUSIVO B/CHPB/CHB;1,0;1,0;134,0;134,0
CHPB;2024,0;11,0;UIP-FEMININA/CHPB/CHB;11,0;0,9166666666666666;409,0;34,083333333333336
CHPB;2024,0;11,0;UIP-MASCULINA/CHPB/CHB;2,0;0,09090909090909091;314,0;14,272727272727273
CHPB;2024,0;11,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;8,0;0,4;622,0;31,1
CHPB;2024,0;12,0;LAR INCLUSIVO A/CHPB/CHB;2,0;;1,0;
CHPB;2024,0;12,0;LAR INCLUSIVO B/CHPB/CHB;2,0;;59,0;
CHPB;2024,0;12,0;UIP-FEMININA/CHPB/CHB;5,0;0,7142857142857143;216,0;30,857142857142858
CHPB;2024,0;12,0;UIP-MASCULINA/CHPB/CHB;8,0;0,4444444444444444;301,0;16,72222222222222
CHPB;2024,0;12,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;15,0;1,1538461538461537;436,0;33,53846153846154
CHPB;2025,0;1,0;CAC/CHPB/CHB;1,0;;2,0;
CHPB;2025,0;1,0;UIP-FEMININA/CHPB/CHB;4,0;0,4444444444444444;187,0;20,77777777777778
CHPB;2025,0;1,0;UIP-MASCULINA/CHPB/CHB;11,0;0,4230769230769231;357,0;13,73076923076923
CHPB;2025,0;1,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;11,0;0,6470588235294118;848,0;49,88235294117647
CHPB;2025,0;2,0;UIP-FEMININA/CHPB/CHB;4,0;0,2857142857142857;380,0;27,142857142857142
CHPB;2025,0;2,0;UIP-MASCULINA/CHPB/CHB;17,0;0,8947368421052632;356,0;18,736842105263158
CHPB;2025,0;2,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;14,0;0,8235294117647058;717,0;42,1764705882353
CHPB;2025,0;3,0;CAC/CHPB/CHB;1,0;;4,0;
CHPB;2025,0;3,0;LAR INCLUSIVO A/CHPB/CHB;5,0;;10,0;
CHPB;2025,0;3,0;LAR INCLUSIVO B/CHPB/CHB;2,0;;7,0;
CHPB;2025,0;3,0;UIP-FEMININA/CHPB/CHB;7,0;0,6363636363636364;235,0;21,363636363636363
CHPB;2025,0;3,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;29,0;1,9333333333333333;642,0;42,8
CHPB;2025,0;4,0;CAC/CHPB/CHB;1,0;;54,0;
CHPB;2025,0;4,0;UIP-FEMININA/CHPB/CHB;8,0;1,0;228,0;28,5
CHPB;2025,0;4,0;UIP-MASCULINA/CHPB/CHB;23,0;1,4375;401,0;25,0625
CHPB;2025,0;4,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;23,0;1,4375;389,0;24,3125
CHPB;2025,0;5,0;LAR INCLUSIVO B/CHPB/CHB;2,0;;24,0;
CHPB;2025,0;5,0;UIP-FEMININA/CHPB/CHB;10,0;0,8333333333333334;300,0;25,0
CHPB;2025,0;5,0;UIP-MASCULINA/CHPB/CHB;7,0;0,4375;337,0;21,0625
CHPB;2025,0;5,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;14,0;0,5833333333333334;563,0;23,458333333333332
CHPB;2025,0;6,0;LAR INCLUSIVO B/CHPB/CHB;2,0;;17,0;
CHPB;2025,0;6,0;UIP-FEMININA/CHPB/CHB;12,0;1,5;313,0;39,125
CHPB;2025,0;6,0;UIP-MASCULINA/CHPB/CHB;20,0;1,1111111111111112;554,0;30,77777777777778
CHPB;2025,0;6,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;19,0;0,95;626,0;31,3
CHPB;2025,0;7,0;LAR INCLUSIVO B/CHPB/CHB;1,0;;11,0;
CHPB;2025,0;7,0;UIP-FEMININA/CHPB/CHB;5,0;0,4166666666666667;357,0;29,75
CHPB;2025,0;7,0;UIP-MASCULINA/CHPB/CHB;11,0;0,6111111111111112;338,0;18,77777777777778
CHPB;2025,0;7,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;20,0;0,6896551724137931;998,0;34,41379310344828
CHPB;2025,0;8,0;LAR INCLUSIVO B/CHPB/CHB;2,0;;16,0;
CHPB;2025,0;8,0;UIP-FEMININA/CHPB/CHB;3,0;0,375;213,0;26,625
CHPB;2025,0;8,0;UIP-MASCULINA/CHPB/CHB;2,0;0,15384615384615385;228,0;17,53846153846154
CHPB;2025,0;8,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;23,0;1,2777777777777777;970,0;53,888888888888886
CHPB;2025,0;9,0;LAR INCLUSIVO A/CHPB/CHB;13,0;13,0;106,0;106,0
CHPB;2025,0;9,0;UIP-FEMININA/CHPB/CHB;6,0;1,5;164,0;41,0
CHPB;2025,0;9,0;UIP-MASCULINA/CHPB/CHB;6,0;0,4;335,0;22,333333333333332
CHPB;2025,0;9,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;20,0;1,5384615384615385;920,0;70,76923076923077
CHPB;2025,0;10,0;CAC/CHPB/CHB;1,0;;47,0;
CHPB;2025,0;10,0;UIP-FEMININA/CHPB/CHB;11,0;1,8333333333333333;327,0;54,5
CHPB;2025,0;10,0;UIP-MASCULINA/CHPB/CHB;9,0;0,6428571428571429;290,0;20,714285714285715
CHPB;2025,0;10,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;16,0;0,8;1095,0;54,75
CHPB;2025,0;11,0;CAC/CHPB/CHB;2,0;;98,0;
CHPB;2025,0;11,0;UIP-FEMININA/CHPB/CHB;5,0;1,0;296,0;59,2
CHPB;2025,0;11,0;UIP-MASCULINA/CHPB/CHB;4,0;0,36363636363636365;298,0;27,09090909090909
CHPB;2025,0;11,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;15,0;1,1538461538461537;760,0;58,46153846153846
CHPB;2025,0;12,0;LAR INCLUSIVO A/CHPB/CHB;2,0;;28,0;
CHPB;2025,0;12,0;UIP-FEMININA/CHPB/CHB;6,0;0,6666666666666666;255,0;28,333333333333332
CHPB;2025,0;12,0;UIP-MASCULINA/CHPB/CHB;3,0;0,2727272727272727;224,0;20,363636363636363
CHPB;2025,0;12,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;33,0;1,5;926,0;42,09090909090909
CHPB;2026,0;1,0;LAR INCLUSIVO A/CHPB/CHB;2,0;;48,0;
CHPB;2026,0;1,0;UIP-FEMININA/CHPB/CHB;2,0;0,25;131,0;16,375
CHPB;2026,0;1,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;23,0;1,2105263157894737;815,0;42,89473684210526
CHPB;2026,0;2,0;LAR INCLUSIVO A/CHPB/CHB;4,0;4,0;33,0;33,0
CHPB;2026,0;2,0;UIP-MASCULINA/CHPB/CHB;16,0;1,1428571428571428;397,0;28,357142857142858
CHPB;2026,0;2,0;UNIDADE DE CUIDADOS PROLONGADOS/CHPB/CHB;18,0;1,0;713,0;39,611111111111114
CSPD;2019,0;1,0;AMBULATORIO - ESPECIALIDADES;6,0;;47,0;
CSPD;2019,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;24,0;0,7058823529411765;226,0;6,647058823529412
CSPD;2019,0;2,0;AMBULATORIO - ESPECIALIDADES;2,0;;53,0;
CSPD;2019,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;34,0;0,7555555555555555;365,0;8,11111111111111
CSPD;2019,0;3,0;AMBULATORIO - ESPECIALIDADES;4,0;;76,0;
CSPD;2019,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;34,0;1,0303030303030303;277,0;8,393939393939394
CSPD;2019,0;4,0;AMBULATORIO - ESPECIALIDADES;10,0;;42,0;
CSPD;2019,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;46,0;1,2777777777777777;379,0;10,527777777777779
CSPD;2019,0;5,0;AMBULATORIO - ESPECIALIDADES;9,0;;70,0;
CSPD;2019,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;45,0;1,2857142857142858;348,0;9,942857142857143
CSPD;2019,0;6,0;AMBULATORIO - ESPECIALIDADES;5,0;;56,0;
CSPD;2019,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;58,0;1,1372549019607843;441,0;8,647058823529411
CSPD;2019,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;38,0;1,2258064516129032;292,0;9,419354838709678
CSPD;2019,0;8,0;AMBULATORIO - ESPECIALIDADES;2,0;;51,0;
CSPD;2019,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;48,0;1,263157894736842;332,0;8,736842105263158
CSPD;2019,0;9,0;AMBULATORIO - ESPECIALIDADES;5,0;;49,0;
CSPD;2019,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;64,0;1,4545454545454546;450,0;10,227272727272727
CSPD;2019,0;10,0;AMBULATORIO - ESPECIALIDADES;2,0;;14,0;
CSPD;2019,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;57,0;2,375;310,0;12,916666666666666
CSPD;2019,0;11,0;AMBULATORIO - ESPECIALIDADES;3,0;;39,0;
CSPD;2019,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;30,0;0,9375;308,0;9,625
CSPD;2019,0;12,0;AMBULATORIO - ESPECIALIDADES;1,0;;21,0;
CSPD;2019,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;37,0;1,1935483870967742;330,0;10,64516129032258
CSPD;2020,0;1,0;AMBULATORIO - ESPECIALIDADES;3,0;;77,0;
CSPD;2020,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;39,0;0,7959183673469388;364,0;7,428571428571429
CSPD;2020,0;2,0;AMBULATORIO - ESPECIALIDADES;2,0;;36,0;
CSPD;2020,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;43,0;1,075;369,0;9,225
CSPD;2020,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;31,0;0,9117647058823529;294,0;8,647058823529411
CSPD;2020,0;4,0;AMBULATORIO - ESPECIALIDADES;1,0;;16,0;
CSPD;2020,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;19,0;1,1875;212,0;13,25
CSPD;2020,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;23,0;1,0;293,0;12,73913043478261
CSPD;2020,0;6,0;AMBULATORIO - ESPECIALIDADES;3,0;;11,0;
CSPD;2020,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;32,0;1,391304347826087;233,0;10,130434782608695
CSPD;2020,0;7,0;AMBULATORIO - ESPECIALIDADES;1,0;;24,0;
CSPD;2020,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;22,0;1,5714285714285714;270,0;19,285714285714285
CSPD;2020,0;8,0;AMBULATORIO - ESPECIALIDADES;6,0;;28,0;
CSPD;2020,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;16,0;0,5925925925925926;305,0;11,296296296296296
CSPD;2020,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;25,0;0,8064516129032258;348,0;11,225806451612904
CSPD;2020,0;10,0;AMBULATORIO - ESPECIALIDADES;1,0;;15,0;
CSPD;2020,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;28,0;0,9655172413793104;397,0;13,689655172413794
CSPD;2020,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;28,0;1,2727272727272727;320,0;14,545454545454545
CSPD;2020,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;29,0;1,1153846153846154;286,0;11,0
CSPD;2021,0;1,0;AMBULATORIO - ESPECIALIDADES;1,0;;17,0;
CSPD;2021,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;29,0;1,0;314,0;10,827586206896552
CSPD;2021,0;2,0;AMBULATORIO - ESPECIALIDADES;3,0;;25,0;
CSPD;2021,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;38,0;1,1176470588235294;315,0;9,264705882352942
CSPD;2021,0;3,0;AMBULATORIO - ESPECIALIDADES;1,0;;27,0;
CSPD;2021,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;39,0;1,625;238,0;9,916666666666666
CSPD;2021,0;4,0;AMBULATORIO - ESPECIALIDADES;2,0;;15,0;
CSPD;2021,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;45,0;1,4516129032258065;347,0;11,193548387096774
CSPD;2021,0;5,0;AMBULATORIO - ESPECIALIDADES;3,0;;32,0;
CSPD;2021,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;54,0;2,0;395,0;14,62962962962963
CSPD;2021,0;6,0;AMBULATORIO - ESPECIALIDADES;1,0;;31,0;
CSPD;2021,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;52,0;1,368421052631579;384,0;10,105263157894736
CSPD;2021,0;7,0;AMBULATORIO - ESPECIALIDADES;1,0;;19,0;
CSPD;2021,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;29,0;0,90625;420,0;13,125
CSPD;2021,0;8,0;AMBULATORIO - ESPECIALIDADES;1,0;;26,0;
CSPD;2021,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;54,0;1,5;412,0;11,444444444444445
CSPD;2021,0;9,0;AMBULATORIO - ESPECIALIDADES;1,0;;15,0;
CSPD;2021,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;42,0;1,68;319,0;12,76
CSPD;2021,0;10,0;AMBULATORIO - ESPECIALIDADES;2,0;;7,0;
CSPD;2021,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;44,0;1,5714285714285714;379,0;13,535714285714286
CSPD;2021,0;11,0;AMBULATORIO - ESPECIALIDADES;1,0;;18,0;
CSPD;2021,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;50,0;1,1627906976744187;507,0;11,790697674418604
CSPD;2021,0;12,0;AMBULATORIO - ESPECIALIDADES;2,0;;42,0;
CSPD;2021,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;61,0;1,605263157894737;515,0;13,552631578947368
CSPD;2022,0;1,0;AMBULATORIO - ESPECIALIDADES;3,0;;17,0;
CSPD;2022,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;56,0;1,75;366,0;11,4375
CSPD;2022,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;25,0;1,3888888888888888;232,0;12,88888888888889
CSPD;2022,0;3,0;AMBULATORIO - ESPECIALIDADES;2,0;;14,0;
CSPD;2022,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;42,0;1,0;445,0;10,595238095238095
CSPD;2022,0;4,0;AMBULATORIO - ESPECIALIDADES;4,0;;47,0;
CSPD;2022,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;47,0;1,175;498,0;12,45
CSPD;2022,0;5,0;AMBULATORIO - ESPECIALIDADES;3,0;;51,0;
CSPD;2022,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;71,0;1,2678571428571428;615,0;10,982142857142858
CSPD;2022,0;6,0;AMBULATORIO - ESPECIALIDADES;4,0;;22,0;
CSPD;2022,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;94,0;2,292682926829268;669,0;16,317073170731707
CSPD;2022,0;7,0;AMBULATORIO - ESPECIALIDADES;2,0;;76,0;
CSPD;2022,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;57,0;1,5;628,0;16,526315789473685
CSPD;2022,0;8,0;AMBULATORIO - ESPECIALIDADES;1,0;;11,0;
CSPD;2022,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;66,0;1,4666666666666666;706,0;15,688888888888888
CSPD;2022,0;9,0;AMBULATORIO - ESPECIALIDADES;3,0;;51,0;
CSPD;2022,0;9,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;5,0;;12,0;
CSPD;2022,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;42,0;1,2;586,0;16,742857142857144
CSPD;2022,0;10,0;AMBULATORIO - ESPECIALIDADES;2,0;;31,0;
CSPD;2022,0;10,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;10,0;3,3333333333333335;183,0;61,0
CSPD;2022,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;17,0;0,7727272727272727;231,0;10,5
CSPD;2022,0;11,0;AMBULATORIO - ESPECIALIDADES;1,0;;32,0;
CSPD;2022,0;11,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;12,0;2,0;166,0;27,666666666666668
CSPD;2022,0;11,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;26,0;0,9629629629629629;313,0;11,592592592592593
CSPD;2022,0;12,0;AMBULATORIO - ESPECIALIDADES;3,0;;34,0;
CSPD;2022,0;12,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;21,0;3,5;187,0;31,166666666666668
CSPD;2022,0;12,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;21,0;1,1666666666666667;262,0;14,555555555555555
CSPD;2023,0;1,0;AMBULATORIO - ESPECIALIDADES;2,0;;19,0;
CSPD;2023,0;1,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;10,0;0,7142857142857143;179,0;12,785714285714286
CSPD;2023,0;1,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;19,0;0,6129032258064516;262,0;8,451612903225806
CSPD;2023,0;2,0;AMBULATORIO - ESPECIALIDADES;1,0;;19,0;
CSPD;2023,0;2,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;25,0;12,5;214,0;107,0
CSPD;2023,0;2,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;32,0;1,2307692307692308;457,0;17,576923076923077
CSPD;2023,0;3,0;AMBULATORIO - ESPECIALIDADES;1,0;;47,0;
CSPD;2023,0;3,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;26,0;3,25;245,0;30,625
CSPD;2023,0;3,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;48,0;1,7142857142857142;408,0;14,571428571428571
CSPD;2023,0;4,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;12,0;3,0;203,0;50,75
CSPD;2023,0;4,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;29,0;1,2608695652173914;428,0;18,608695652173914
CSPD;2023,0;5,0;AMBULATORIO - ESPECIALIDADES;1,0;;22,0;
CSPD;2023,0;5,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;14,0;1,75;190,0;23,75
CSPD;2023,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;35,0;0,9459459459459459;443,0;11,972972972972974
CSPD;2023,0;6,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;23,0;3,8333333333333335;263,0;43,833333333333336
CSPD;2023,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;52,0;2,08;532,0;21,28
CSPD;2023,0;7,0;AMBULATORIO - ESPECIALIDADES;1,0;;17,0;
CSPD;2023,0;7,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;24,0;4,0;266,0;44,333333333333336
CSPD;2023,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;30,0;1,1111111111111112;403,0;14,925925925925926
CSPD;2023,0;8,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;17,0;2,125;160,0;20,0
CSPD;2023,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;33,0;1,1785714285714286;517,0;18,464285714285715
CSPD;2023,0;9,0;AMBULATORIO - ESPECIALIDADES;1,0;;29,0;
CSPD;2023,0;9,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;12,0;2,0;260,0;43,333333333333336
CSPD;2023,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;32,0;1,2307692307692308;551,0;21,192307692307693
CSPD;2023,0;10,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;32,0;1,7777777777777777;532,0;29,555555555555557
CSPD;2023,0;10,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;17,0;1,5454545454545454;252,0;22,90909090909091
CSPD;2023,0;11,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;6,0;6,0;158,0;158,0
CSPD;2023,0;11,0;UNIDADE DE INTERNAÇÃO DE CUIDADOS PROLONGADOS;20,0;0,7142857142857143;386,0;13,785714285714286
CSPD;2023,0;12,0;UNIDADE DE INTERNAÇÃO DE CUIDADOS PROLONGADOS;35,0;0,7777777777777778;567,0;12,6
CSPD;2024,0;1,0;UNIDADE DE INTERNAÇÃO DE CUIDADOS PROLONGADOS;39,0;0,8478260869565217;655,0;14,23913043478261
CSPD;2024,0;2,0;UNIDADE DE INTERNAÇÃO DE CUIDADOS PROLONGADOS;40,0;1,4814814814814814;628,0;23,25925925925926
CSPD;2024,0;3,0;UNIDADE DE INTERNAÇÃO DE CUIDADOS PROLONGADOS;34,0;0,68;1152,0;23,04
CSPD;2024,0;4,0;UNIDADE DE INTERNAÇÃO DE CUIDADOS PROLONGADOS;56,0;1,0769230769230769;1604,0;30,846153846153847
CSPD;2024,0;5,0;UNIDADE DE INTERNAÇÃO DE CUIDADOS PROLONGADOS;39,0;1,0263157894736843;1767,0;46,5
CSPD;2024,0;6,0;LAR INCLUSIVO A - FEMININO - PAVILHÃO B14;1,0;;88,0;
CSPD;2024,0;6,0;UNIDADE DE INTERNAÇÃO DE CUIDADOS PROLONGADOS;42,0;1,2727272727272727;1615,0;48,93939393939394
CSPD;2024,0;7,0;UNIDADE DE INTERNAÇÃO DE CUIDADOS PROLONGADOS;34,0;0,85;860,0;21,5
CSSFA;2019,0;1,0;AMBULATORIO - ESPECIALIDADES Consultorios;5,0;;57,0;
CSSFA;2019,0;1,0;ATENDIMENTO DOMICILIAR;1,0;;11,0;
CSSFA;2019,0;1,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;9,0;0,42857142857142855;82,0;3,9047619047619047
CSSFA;2019,0;2,0;AMBULATORIO - ESPECIALIDADES Consultorios;4,0;;36,0;
CSSFA;2019,0;2,0;ATENDIMENTO DOMICILIAR;4,0;;18,0;
CSSFA;2019,0;2,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;11,0;0,7857142857142857;62,0;4,428571428571429
CSSFA;2019,0;3,0;AMBULATORIO - ESPECIALIDADES Consultorios;3,0;;49,0;
CSSFA;2019,0;3,0;ATENDIMENTO DOMICILIAR;4,0;;47,0;
CSSFA;2019,0;3,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;16,0;1,4545454545454546;60,0;5,454545454545454
CSSFA;2019,0;4,0;AMBULATORIO - ESPECIALIDADES Consultorios;4,0;;40,0;
CSSFA;2019,0;4,0;ATENDIMENTO DOMICILIAR;1,0;;18,0;
CSSFA;2019,0;4,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;13,0;0,6842105263157895;90,0;4,7368421052631575
CSSFA;2019,0;5,0;AMBULATORIO - ESPECIALIDADES Consultorios;2,0;;35,0;
CSSFA;2019,0;5,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;30,0;2,5;178,0;14,833333333333334
CSSFA;2019,0;5,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1,0;0,5;27,0;13,5
CSSFA;2019,0;6,0;AMBULATORIO - ESPECIALIDADES Consultorios;5,0;;85,0;
CSSFA;2019,0;6,0;ATENDIMENTO DOMICILIAR;2,0;;9,0;
CSSFA;2019,0;6,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;24,0;1,5;172,0;10,75
CSSFA;2019,0;6,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;5,0;;31,0;
CSSFA;2019,0;7,0;AMBULATORIO - ESPECIALIDADES Consultorios;8,0;;68,0;
CSSFA;2019,0;7,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;15,0;0,6818181818181818;122,0;5,545454545454546
CSSFA;2019,0;7,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2,0;1,0;5,0;2,5
CSSFA;2019,0;8,0;AMBULATORIO - ESPECIALIDADES Consultorios;4,0;;60,0;
CSSFA;2019,0;8,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;23,0;2,090909090909091;88,0;8,0
CSSFA;2019,0;8,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;2,0;1,0;13,0;6,5
CSSFA;2019,0;9,0;AMBULATORIO - ESPECIALIDADES Consultorios;1,0;;60,0;
CSSFA;2019,0;9,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;16,0;1,6;113,0;11,3
CSSFA;2019,0;9,0;UNIDADE INTERNAÇÃO - CLINICA MÉDICA;1,0;;26,0;
CSSFA;2019,0;10,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;13,0;0,9285714285714286;94,0;6,714285714285714
CSSFA;2019,0;11,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;16,0;1,6;155,0;15,5
CSSFA;2019,0;12,0;AMBULATORIO - ESPECIALIDADES Consultorios;2,0;;42,0;
CSSFA;2019,0;12,0;UNIDADE DE INTERNACAO CCI Cuidados Continuados Integ;9,0;2,25;34,0;8,5
